200
0.6906226456	0.4654334146	0.3471261208
0.9039832970	0.1095071491	0.6891009239
0.5724982634	0.9548474912	0.6602253952
0.1749295070	0.6567793410	0.5309166511
0.5434657439	0.6735884969	0.6611766848
0.4507413027	0.2251758802	0.8536223896
0.3941546735	0.8974612391	0.8564457237
0.9125395355	0.0088506699	0.4983292316
0.3085997315	0.7575245739	0.0367923379
0.2207305297	0.5889956475	0.8002564821
0.7361837191	0.4915589419	0.5002619418
0.3315291838	0.8373165877	0.3491193102
0.4281665579	0.8132970812	0.7722502567
0.1746795403	0.1485198311	0.3964792456
0.1401815934	0.7570719979	0.1590864451
0.3191499787	0.9107786077	0.7420022052
0.2551427199	0.2496769381	0.4749088536
0.9977633658	0.2382799057	0.1336540252
0.8891597696	0.8941186643	0.1025840643
0.4799631566	0.3117467045	0.5134812164
0.4689163378	0.1643878470	0.3275944783
0.7364632023	0.0143136639	0.0820406501
0.8846596333	0.7644897463	0.6708146624
0.0074174296	0.3987473533	0.1625813707
0.5273365680	0.0202847503	0.6157888802
0.0953255703	0.1532876166	0.0064355124
0.9043499449	0.2066111484	0.2370574719
0.8655950989	0.2180840872	0.3801939558
0.7059098126	0.7774086553	0.4493153477
0.0019625392	0.9918640044	0.2587764525
0.2413513276	0.5903829510	0.7703780331
0.4770546659	0.3087172549	0.2453512060
0.0596560632	0.4148196727	0.4840517110
0.9541469575	0.1128138314	0.8813476218
0.4223346170	0.2520024541	0.0403850176
0.6342241667	0.0182077557	0.2693511792
0.8323727950	0.5488133258	0.6963675322
0.1246744436	0.2610832969	0.8925390116
0.8795237843	0.2477103389	0.8940652678
0.3915195480	0.6911163182	0.0424504067
0.4760972603	0.6050911293	0.7675603386
0.4278292978	0.0272103776	0.2444422869
0.3920021412	0.2865011797	0.7487500410
0.1258639413	0.4279963114	0.3082740196
0.1798618844	0.9513064754	0.6836748624
0.1525996408	0.9009261104	0.6398585386
0.2437716832	0.0234465789	0.6088867327
0.6785440155	0.7387443510	0.3305900995
0.8911550105	0.9837336243	0.2198878985
0.7697936925	0.8998512613	0.5248926802
0.5847074775	0.8105031788	0.2147599276
0.0240966722	0.2667410911	0.0374354596
0.5632787800	0.3797527133	0.4059607710
0.7654508311	0.4275012418	0.9418139168
0.0786853981	0.5232874177	0.2144864907
0.5984362591	0.4795297556	0.0650459197
0.6305373498	0.9461308384	0.7000194817
0.3272277342	0.8218666919	0.5756196576
0.8175164174	0.3736768208	0.7428196276
0.2215589705	0.0713791488	0.2478768256
0.7951378566	0.7485458926	0.9675574000
0.3149281300	0.6258794216	0.4709129800
0.1332980159	0.2391247127	0.9735245291
0.7116726680	0.0256645952	0.8488667776
0.6016864801	0.4446896956	0.4917657959
0.1266516405	0.8418589405	0.1237232143
0.7663086321	0.1907993733	0.9553806076
0.6122143010	0.8688982393	0.6543961324
0.8892683111	0.0908255065	0.7322570244
0.6579768242	0.6651446744	0.9647086635
0.6172602340	0.8054207629	0.7704446393
0.2919727276	0.5164856313	0.6578444322
0.0733018693	0.6245194324	0.2687839254
0.8368104221	0.0521506950	0.6762524570
0.2592076184	0.5652907818	0.9463300568
0.7245509815	0.8053443734	0.9581064767
0.5794166266	0.4596286299	0.2054934572
0.7318948092	0.5020497998	0.1421533490
0.2546388558	0.5387640468	0.4308451848
0.3967847590	0.3656083384	0.9331703550
0.0383810143	0.7405399411	0.1613377145
0.5157270437	0.7453496108	0.3506697479
0.1129770791	0.0825001857	0.9569097512
0.7185693392	0.4753534558	0.5552374063
0.0898812181	0.6723076878	0.7124921054
0.7724257671	0.6326743167	0.2933230573
0.0210816629	0.8393437495	0.8931659478
0.8690423437	0.7849247675	0.2371894669
0.1777574920	0.6120658039	0.6781194307
0.6675888194	0.6452762407	0.4936155636
0.3555617312	0.7548677278	0.6047771899
0.3468717509	0.2540682225	0.5015750453
0.0597631289	0.1087706450	0.9368736517
0.6580159377	0.0938085517	0.0561656804
0.7940033551	0.6871491518	0.3746410497
0.1524615732	0.8660417947	0.0262978536
0.3669580409	0.5435092024	0.1124190355
0.3284672420	0.5741317563	0.4246215497
0.2094265376	0.4192975907	0.1719791638
0.4993686038	0.0564147658	0.1780266036
0.0964688011	0.8848739243	0.3333493384
0.5295711273	0.2122719634	0.1394914062
0.9679619560	0.4463478258	0.2688302462	0.3246022909	0.0368829898	0.6622877099
0.7744254528	0.5321730492	0.0155793564	0.6200352233	0.0134101163	0.2525586890
0.5396655931	0.5927257384	0.7102878819	0.5962913573	0.2260956132	0.7740952179
0.1417725691	0.2106830562	0.3423055440	0.7068292477	0.2473711330	0.6559699466
0.7838024264	0.2968491198	0.6228117547	0.8569307406	0.0514940320	0.0045171052
0.6252178320	0.8137030474	0.3746065394	0.1850043660	0.6694229466	0.4185073466
0.1947594800	0.9118724381	0.7485854770	0.7731877268	0.2080463549	0.7840534593
0.8458718362	0.4944460001	0.8155270001	0.9956507239	0.9249759200	0.2010392923
0.5082192806	0.7375330281	0.6395740773	0.4950006152	0.7873038360	0.7100405945
0.4503486544	0.6942018968	0.1439226854	0.5710432631	0.1857850977	0.3141607184
exit
